image,illum,link,photons,seed,method,PSNR,SSIM,LPIPS,angerr,pearson
horse,CORR-LOGN,GAMMA07,10000.0,0,MLE-OR,6.81372,0.137152,1.08358,37.9892,0.417136
airplane,CORR-LOGN,GAMMA07,10000.0,0,MLE-OR,7.14154,0.0622376,1.29336,39.382,0.330019
car,CORR-LOGN,GAMMA07,10000.0,0,MLE-OR,11.8692,0.240057,0.958583,30.9098,0.723812
ship,CORR-LOGN,GAMMA07,10000.0,0,MLE-OR,4.52661,0.0539411,1.36402,37.9311,0.344987
truck,CORR-LOGN,GAMMA07,10000.0,0,MLE-OR,12.8202,0.34928,0.872572,33.4498,0.66641
cat,CORR-LOGN,LOG,10000.0,0,GI,19.3332,0.5915,0.39033,13.0926,0.843169
deer,CORR-LOGN,LOG,10000.0,0,GI,18.7151,0.431927,0.524007,16.1107,0.903345
dog,CORR-LOGN,LOG,10000.0,0,GI,16.5919,0.295412,0.414699,9.54646,0.461366
horse,CORR-LOGN,LOG,10000.0,0,GI,16.7042,0.399136,0.503354,14.2187,0.786147
airplane,CORR-LOGN,LOG,10000.0,0,GI,18.8253,0.32275,0.709669,12.1171,0.785978
car,CORR-LOGN,LOG,10000.0,0,GI,19.1131,0.524211,0.50728,14.4668,0.92642
ship,CORR-LOGN,LOG,10000.0,0,GI,17.1052,0.314491,0.614071,10.4139,0.831755
truck,CORR-LOGN,LOG,10000.0,0,GI,17.6012,0.465824,0.415513,20.9834,0.835905
cat,CORR-LOGN,LOG,10000.0,0,DGI,-1.71099,0.0382584,0.361526,59.4667,0.563697
deer,CORR-LOGN,LOG,10000.0,0,DGI,5.07023,0.0785642,0.563101,36.9539,0.848709
dog,CORR-LOGN,LOG,10000.0,0,DGI,-32.1141,5.73853e-05,0.83546,88.653,0.0140421
horse,CORR-LOGN,LOG,10000.0,0,DGI,-6.40476,0.004933,0.512198,68.9672,0.348389
airplane,CORR-LOGN,LOG,10000.0,0,DGI,-8.13358,0.00513997,0.618205,72.4164,0.373718
car,CORR-LOGN,LOG,10000.0,0,DGI,6.83354,0.323754,0.34922,36.0044,0.795419
ship,CORR-LOGN,LOG,10000.0,0,DGI,-12.6951,0.000424387,0.798011,77.9595,0.167854
truck,CORR-LOGN,LOG,10000.0,0,DGI,6.04706,0.154822,0.363811,45.019,0.670067
cat,CORR-LOGN,LOG,10000.0,0,CORR,19.3331,0.585537,0.395129,13.0929,0.843162
deer,CORR-LOGN,LOG,10000.0,0,CORR,18.6667,0.429584,0.521554,16.2046,0.902152
dog,CORR-LOGN,LOG,10000.0,0,CORR,16.1385,0.267626,0.409486,10.0481,0.443306
horse,CORR-LOGN,LOG,10000.0,0,CORR,16.4874,0.390089,0.51318,14.5785,0.775773
airplane,CORR-LOGN,LOG,10000.0,0,CORR,18.5525,0.295662,0.726627,12.5015,0.773455
car,CORR-LOGN,LOG,10000.0,0,CORR,19.0396,0.514199,0.520356,14.5849,0.925337
ship,CORR-LOGN,LOG,10000.0,0,CORR,16.9825,0.315602,0.615507,10.5492,0.831128
truck,CORR-LOGN,LOG,10000.0,0,CORR,17.5476,0.459614,0.406527,21.1248,0.83334
cat,CORR-LOGN,LOG,10000.0,0,SIR-10,6.57047,0.0688272,1.28921,47.209,0.205543
deer,CORR-LOGN,LOG,10000.0,0,SIR-10,9.00902,0.0721237,1.04559,46.2337,0.375495
dog,CORR-LOGN,LOG,10000.0,0,SIR-10,0.810152,0.0130002,1.39843,45.9773,0.0876525
horse,CORR-LOGN,LOG,10000.0,0,SIR-10,4.61805,0.0595749,1.15965,47.0508,0.188833
airplane,CORR-LOGN,LOG,10000.0,0,SIR-10,5.16351,0.0310141,1.22376,47.0447,0.155059
car,CORR-LOGN,LOG,10000.0,0,SIR-10,8.37863,0.100764,1.27617,47.3283,0.361382
ship,CORR-LOGN,LOG,10000.0,0,SIR-10,2.25292,0.0168147,1.41588,46.5591,0.147602
truck,CORR-LOGN,LOG,10000.0,0,SIR-10,9.88295,0.16277,1.19261,47.5341,0.343434
cat,CORR-LOGN,LOG,10000.0,0,SIR-20,6.84636,0.0763885,1.29212,46.1668,0.222134
deer,CORR-LOGN,LOG,10000.0,0,SIR-20,9.34681,0.0846618,1.04128,44.5647,0.413613
dog,CORR-LOGN,LOG,10000.0,0,SIR-20,0.933146,0.0141821,1.44117,45.5631,0.0909796
horse,CORR-LOGN,LOG,10000.0,0,SIR-20,4.84798,0.0662478,1.13745,46.178,0.203239
airplane,CORR-LOGN,LOG,10000.0,0,SIR-20,5.3788,0.0326668,1.26509,46.245,0.168004
car,CORR-LOGN,LOG,10000.0,0,SIR-20,8.7774,0.115502,1.24533,45.3176,0.407032
ship,CORR-LOGN,LOG,10000.0,0,SIR-20,2.36312,0.0186471,1.40589,46.1351,0.156026
truck,CORR-LOGN,LOG,10000.0,0,SIR-20,10.1887,0.180864,1.15065,46.0675,0.375352
cat,CORR-LOGN,LOG,10000.0,0,WHITEN-LW,7.01926,0.0805551,1.27547,45.4919,0.234552
deer,CORR-LOGN,LOG,10000.0,0,WHITEN-LW,9.71076,0.0981169,1.04317,42.9859,0.445139
dog,CORR-LOGN,LOG,10000.0,0,WHITEN-LW,1.04897,0.0124023,1.40516,45.2072,0.0857901
horse,CORR-LOGN,LOG,10000.0,0,WHITEN-LW,5.05593,0.0672117,1.13749,45.4845,0.208439
airplane,CORR-LOGN,LOG,10000.0,0,WHITEN-LW,5.59083,0.0348253,1.27541,45.5332,0.173275
car,CORR-LOGN,LOG,10000.0,0,WHITEN-LW,9.06567,0.122166,1.25063,43.9561,0.436394
ship,CORR-LOGN,LOG,10000.0,0,WHITEN-LW,2.59422,0.0192335,1.40187,45.2999,0.168186
truck,CORR-LOGN,LOG,10000.0,0,WHITEN-LW,10.497,0.196549,1.16319,44.6371,0.405889
cat,CORR-LOGN,LOG,10000.0,0,WHITEN-OR,3.31686,0.00596408,0.720909,59.8399,0.00595612
deer,CORR-LOGN,LOG,10000.0,0,WHITEN-OR,5.26567,0.0165659,0.528831,64.511,0.0126334
dog,CORR-LOGN,LOG,10000.0,0,WHITEN-OR,-2.25825,0.00542753,1.14641,56.1381,0.00559853
horse,CORR-LOGN,LOG,10000.0,0,WHITEN-OR,1.38364,0.0108222,0.81335,59.5393,-0.00904606
airplane,CORR-LOGN,LOG,10000.0,0,WHITEN-OR,2.2193,0.00481781,0.858668,58.1088,-0.019521
car,CORR-LOGN,LOG,10000.0,0,WHITEN-OR,4.91231,0.000508617,0.720023,64.2741,0.0305757
ship,CORR-LOGN,LOG,10000.0,0,WHITEN-OR,-0.919167,0.00285453,1.04265,57.9591,-0.00170575
truck,CORR-LOGN,LOG,10000.0,0,WHITEN-OR,6.41304,-0.0156534,0.568157,64.8519,-0.00657848
cat,CORR-LOGN,LOG,10000.0,0,SCORE-OR,3.41309,-0.000713413,1.05119,59.7376,-0.0051056
deer,CORR-LOGN,LOG,10000.0,0,SCORE-OR,5.21408,0.000647819,0.81696,65.17,-0.00922422
dog,CORR-LOGN,LOG,10000.0,0,SCORE-OR,-2.45898,-0.000652881,1.23803,56.8896,-0.0200972
horse,CORR-LOGN,LOG,10000.0,0,SCORE-OR,1.49105,0.00203845,1.0109,59.6404,-0.0370135
airplane,CORR-LOGN,LOG,10000.0,0,SCORE-OR,1.99331,0.00520761,1.13428,58.4332,0.00816496
car,CORR-LOGN,LOG,10000.0,0,SCORE-OR,4.83746,0.00151941,1.08149,64.7156,0.0208806
ship,CORR-LOGN,LOG,10000.0,0,SCORE-OR,-0.978894,-0.000255093,1.2714,58.1422,-0.00214996
truck,CORR-LOGN,LOG,10000.0,0,SCORE-OR,6.43986,0.00484559,0.805216,64.1123,0.0218189
cat,CORR-LOGN,LOG,10000.0,0,RANKG,19.3107,0.588642,0.414279,13.1272,0.842283
deer,CORR-LOGN,LOG,10000.0,0,RANKG,18.6814,0.434653,0.530783,16.1756,0.90253
dog,CORR-LOGN,LOG,10000.0,0,RANKG,16.5191,0.293361,0.431462,9.62502,0.459969
horse,CORR-LOGN,LOG,10000.0,0,RANKG,16.6342,0.386941,0.524275,14.3358,0.782339
airplane,CORR-LOGN,LOG,10000.0,0,RANKG,18.8377,0.316306,0.712526,12.1028,0.785519
car,CORR-LOGN,LOG,10000.0,0,RANKG,19.0366,0.522035,0.528503,14.594,0.925167
ship,CORR-LOGN,LOG,10000.0,0,RANKG,17.0887,0.313167,0.62747,10.4355,0.830546
truck,CORR-LOGN,LOG,10000.0,0,RANKG,17.5113,0.456124,0.43131,21.2185,0.831756
cat,CORR-LOGN,LOG,10000.0,0,L-ISOTRON,7.01926,0.0805551,1.27547,45.4919,0.234552
deer,CORR-LOGN,LOG,10000.0,0,L-ISOTRON,9.71076,0.0981169,1.04317,42.9859,0.445139
dog,CORR-LOGN,LOG,10000.0,0,L-ISOTRON,1.04897,0.0124023,1.40516,45.2072,0.0857901
horse,CORR-LOGN,LOG,10000.0,0,L-ISOTRON,5.05593,0.0672117,1.13749,45.4845,0.208439
airplane,CORR-LOGN,LOG,10000.0,0,L-ISOTRON,5.59083,0.0348253,1.27541,45.5332,0.173275
car,CORR-LOGN,LOG,10000.0,0,L-ISOTRON,9.06567,0.122166,1.25063,43.9561,0.436394
ship,CORR-LOGN,LOG,10000.0,0,L-ISOTRON,2.59416,0.0192336,1.40187,45.3001,0.168184
truck,CORR-LOGN,LOG,10000.0,0,L-ISOTRON,10.497,0.196549,1.16319,44.6371,0.405889
cat,CORR-LOGN,LOG,10000.0,0,MLE-OR,10.456,0.2075,1.05865,32.7549,0.506753
deer,CORR-LOGN,LOG,10000.0,0,MLE-OR,13.4131,0.21425,0.765722,27.8564,0.758834
dog,CORR-LOGN,LOG,10000.0,0,MLE-OR,4.51812,0.0323233,1.28556,33.895,0.184238
horse,CORR-LOGN,LOG,10000.0,0,MLE-OR,8.68611,0.167562,1.0002,32.3388,0.479528
airplane,CORR-LOGN,LOG,10000.0,0,MLE-OR,8.99353,0.0773883,1.2242,33.6537,0.38348
car,CORR-LOGN,LOG,10000.0,0,MLE-OR,12.9406,0.271357,0.95652,27.9019,0.764274
ship,CORR-LOGN,LOG,10000.0,0,MLE-OR,6.2291,0.0589742,1.27058,32.6713,0.404265
truck,CORR-LOGN,LOG,10000.0,0,MLE-OR,13.9181,0.378811,0.775924,30.5598,0.698186
cat,CORR-LOGN,SAT30,10000.0,1,GI,19.4187,0.619947,0.388739,12.9615,0.846634
deer,CORR-LOGN,SAT30,10000.0,1,GI,18.6464,0.438394,0.480762,16.2448,0.901623
dog,CORR-LOGN,SAT30,10000.0,1,GI,16.8047,0.298315,0.422268,9.31745,0.477754
horse,CORR-LOGN,SAT30,10000.0,1,GI,16.6707,0.399124,0.473189,14.2763,0.78385
airplane,CORR-LOGN,SAT30,10000.0,1,GI,18.8343,0.32942,0.672269,12.1218,0.780103
car,CORR-LOGN,SAT30,10000.0,1,GI,19.0477,0.509501,0.482616,14.5733,0.925412
ship,CORR-LOGN,SAT30,10000.0,1,GI,17.2661,0.310191,0.62917,10.2402,0.831979
truck,CORR-LOGN,SAT30,10000.0,1,GI,17.8293,0.502548,0.403919,20.3772,0.847336
cat,CORR-LOGN,SAT30,10000.0,1,DGI,-2.21337,0.0357792,0.384712,60.6139,0.550124
deer,CORR-LOGN,SAT30,10000.0,1,DGI,4.84589,0.0762765,0.558134,37.5025,0.844044
dog,CORR-LOGN,SAT30,10000.0,1,DGI,1.04607,5.75808e-05,0.8744,90,0
horse,CORR-LOGN,SAT30,10000.0,1,DGI,-7.70372,0.00432958,0.530068,71.2159,0.324233
airplane,CORR-LOGN,SAT30,10000.0,1,DGI,-8.87514,0.00484336,0.590736,73.5597,0.356737
car,CORR-LOGN,SAT30,10000.0,1,DGI,6.32688,0.312181,0.363034,37.3699,0.781839
ship,CORR-LOGN,SAT30,10000.0,1,DGI,-16.408,7.90474e-05,0.843152,82.0354,0.112708
truck,CORR-LOGN,SAT30,10000.0,1,DGI,5.61859,0.143741,0.383204,46.1083,0.659194
cat,CORR-LOGN,SAT30,10000.0,1,CORR,19.2209,0.611549,0.385746,13.262,0.839436
deer,CORR-LOGN,SAT30,10000.0,1,CORR,18.5911,0.426544,0.493726,16.3526,0.900258
dog,CORR-LOGN,SAT30,10000.0,1,CORR,16.1617,0.254008,0.449609,10.0217,0.444842
horse,CORR-LOGN,SAT30,10000.0,1,CORR,16.3805,0.382704,0.486204,14.7694,0.767573
airplane,CORR-LOGN,SAT30,10000.0,1,CORR,18.556,0.311162,0.686331,12.5087,0.769159
car,CORR-LOGN,SAT30,10000.0,1,CORR,18.7985,0.487272,0.516416,15.0135,0.920642
ship,CORR-LOGN,SAT30,10000.0,1,CORR,16.894,0.291056,0.642272,10.6875,0.817706
truck,CORR-LOGN,SAT30,10000.0,1,CORR,17.6882,0.490345,0.397952,20.7399,0.841032
cat,CORR-LOGN,SAT30,10000.0,1,SIR-10,6.50883,0.0600489,1.28639,47.665,0.18472
deer,CORR-LOGN,SAT30,10000.0,1,SIR-10,8.82994,0.0748359,0.990793,46.7752,0.371828
dog,CORR-LOGN,SAT30,10000.0,1,SIR-10,0.579305,0.00825807,1.4029,46.7923,0.0726365
horse,CORR-LOGN,SAT30,10000.0,1,SIR-10,4.66929,0.0533702,1.16485,46.9731,0.182298
airplane,CORR-LOGN,SAT30,10000.0,1,SIR-10,5.09497,0.0235117,1.24273,47.4381,0.137167
car,CORR-LOGN,SAT30,10000.0,1,SIR-10,8.35903,0.103327,1.21469,47.459,0.357672
ship,CORR-LOGN,SAT30,10000.0,1,SIR-10,2.08545,0.0113704,1.39647,47.2177,0.133505
truck,CORR-LOGN,SAT30,10000.0,1,SIR-10,9.89261,0.175393,1.23197,47.4134,0.348016
cat,CORR-LOGN,SAT30,10000.0,1,SIR-20,6.82003,0.0727176,1.26193,46.3643,0.212824
deer,CORR-LOGN,SAT30,10000.0,1,SIR-20,9.11586,0.0907776,0.985509,45.2795,0.407414
dog,CORR-LOGN,SAT30,10000.0,1,SIR-20,0.759943,0.0100854,1.36917,46.1759,0.079261
horse,CORR-LOGN,SAT30,10000.0,1,SIR-20,4.81736,0.054832,1.16217,46.4168,0.19098
airplane,CORR-LOGN,SAT30,10000.0,1,SIR-20,5.29248,0.0238044,1.2505,46.7841,0.140563
car,CORR-LOGN,SAT30,10000.0,1,SIR-20,8.74314,0.118456,1.21122,45.5695,0.399406
ship,CORR-LOGN,SAT30,10000.0,1,SIR-20,2.28101,0.0136669,1.39825,46.4966,0.144809
truck,CORR-LOGN,SAT30,10000.0,1,SIR-20,10.2551,0.192541,1.19469,45.8259,0.378649
cat,CORR-LOGN,SAT30,10000.0,1,WHITEN-LW,7.02141,0.078749,1.2641,45.5448,0.229828
deer,CORR-LOGN,SAT30,10000.0,1,WHITEN-LW,9.4951,0.0993935,0.954045,43.6548,0.438808
dog,CORR-LOGN,SAT30,10000.0,1,WHITEN-LW,0.897976,0.0103014,1.39637,45.7252,0.07948
horse,CORR-LOGN,SAT30,10000.0,1,WHITEN-LW,4.95771,0.056781,1.1661,45.8811,0.200088
airplane,CORR-LOGN,SAT30,10000.0,1,WHITEN-LW,5.48172,0.0238393,1.23861,46.0908,0.150768
car,CORR-LOGN,SAT30,10000.0,1,WHITEN-LW,9.15824,0.131672,1.20978,43.7942,0.433177
ship,CORR-LOGN,SAT30,10000.0,1,WHITEN-LW,2.41589,0.0151723,1.39357,46.0474,0.147487
truck,CORR-LOGN,SAT30,10000.0,1,WHITEN-LW,10.5549,0.212515,1.14817,44.476,0.406496
cat,CORR-LOGN,SAT30,10000.0,1,WHITEN-OR,3.39536,0.00820685,0.706923,59.5724,0.00841517
deer,CORR-LOGN,SAT30,10000.0,1,WHITEN-OR,5.1528,0.00320168,0.508472,64.9592,0.00699912
dog,CORR-LOGN,SAT30,10000.0,1,WHITEN-OR,-2.46911,0.00189857,1.05061,56.864,-0.00991782
horse,CORR-LOGN,SAT30,10000.0,1,WHITEN-OR,1.33812,0.00194799,0.802127,59.8163,-0.0184931
airplane,CORR-LOGN,SAT30,10000.0,1,WHITEN-OR,2.06938,-0.000570267,0.771602,57.9859,0.0256906
car,CORR-LOGN,SAT30,10000.0,1,WHITEN-OR,4.57898,0.00736594,0.687741,66.3668,-0.0175808
ship,CORR-LOGN,SAT30,10000.0,1,WHITEN-OR,-1.15363,0.00717938,1.08012,58.1248,0.0416907
truck,CORR-LOGN,SAT30,10000.0,1,WHITEN-OR,6.46304,0.00254505,0.508668,64.5968,-0.0017273
cat,CORR-LOGN,SAT30,10000.0,1,SCORE-OR,3.31782,0.00730598,1.04895,59.8913,0.00260766
deer,CORR-LOGN,SAT30,10000.0,1,SCORE-OR,5.07003,-0.00586378,0.797843,66.179,-0.0348008
dog,CORR-LOGN,SAT30,10000.0,1,SCORE-OR,-2.53175,0.00225794,1.23536,57.112,-0.0204701
horse,CORR-LOGN,SAT30,10000.0,1,SCORE-OR,1.39659,0.00434432,1.07753,59.6144,-0.0165278
airplane,CORR-LOGN,SAT30,10000.0,1,SCORE-OR,1.93817,-0.000401044,1.09773,58.8347,-0.0105845
car,CORR-LOGN,SAT30,10000.0,1,SCORE-OR,4.74446,0.00524289,1.02188,65.0669,0.0169966
ship,CORR-LOGN,SAT30,10000.0,1,SCORE-OR,-0.970607,0.00307353,1.29981,58.153,-0.00512482
truck,CORR-LOGN,SAT30,10000.0,1,SCORE-OR,6.48326,0.00652856,0.930994,63.6606,0.035834
cat,CORR-LOGN,SAT30,10000.0,1,RANKG,19.3948,0.623408,0.410305,12.9966,0.845918
deer,CORR-LOGN,SAT30,10000.0,1,RANKG,18.5536,0.429025,0.54115,16.4258,0.899327
dog,CORR-LOGN,SAT30,10000.0,1,RANKG,16.6984,0.3001,0.449097,9.43237,0.464995
horse,CORR-LOGN,SAT30,10000.0,1,RANKG,16.5189,0.386626,0.499933,14.5326,0.775322
airplane,CORR-LOGN,SAT30,10000.0,1,RANKG,18.7394,0.327634,0.699888,12.2539,0.775841
car,CORR-LOGN,SAT30,10000.0,1,RANKG,18.9937,0.514772,0.492871,14.6744,0.924206
ship,CORR-LOGN,SAT30,10000.0,1,RANKG,17.1279,0.315048,0.623707,10.3911,0.831198
truck,CORR-LOGN,SAT30,10000.0,1,RANKG,17.7382,0.488946,0.423303,20.6117,0.843223
cat,CORR-LOGN,SAT30,10000.0,1,L-ISOTRON,7.02134,0.0787484,1.26409,45.5451,0.229823
deer,CORR-LOGN,SAT30,10000.0,1,L-ISOTRON,9.49504,0.0993921,0.954049,43.655,0.438804
dog,CORR-LOGN,SAT30,10000.0,1,L-ISOTRON,0.897976,0.0103014,1.39637,45.7252,0.07948
horse,CORR-LOGN,SAT30,10000.0,1,L-ISOTRON,4.95764,0.0567801,1.1661,45.8814,0.200085
airplane,CORR-LOGN,SAT30,10000.0,1,L-ISOTRON,5.48166,0.0238392,1.23861,46.091,0.150767
car,CORR-LOGN,SAT30,10000.0,1,L-ISOTRON,9.15824,0.131672,1.20978,43.7942,0.433177
ship,CORR-LOGN,SAT30,10000.0,1,L-ISOTRON,2.41583,0.0151723,1.39357,46.0476,0.147489
truck,CORR-LOGN,SAT30,10000.0,1,L-ISOTRON,10.5549,0.212515,1.14817,44.476,0.406496
cat,CORR-LOGN,SAT30,10000.0,1,MLE-OR,10.6975,0.199064,1.12181,32.1417,0.50715
deer,CORR-LOGN,SAT30,10000.0,1,MLE-OR,13.1323,0.189248,0.744396,28.5243,0.751899
dog,CORR-LOGN,SAT30,10000.0,1,MLE-OR,4.50216,0.0292187,1.32275,33.9484,0.182139
horse,CORR-LOGN,SAT30,10000.0,1,MLE-OR,8.57963,0.131667,1.0915,32.8087,0.459008
airplane,CORR-LOGN,SAT30,10000.0,1,MLE-OR,8.95491,0.0584935,1.21363,33.7691,0.382341
car,CORR-LOGN,SAT30,10000.0,1,MLE-OR,13.0265,0.251098,1.03119,28.0369,0.755002
ship,CORR-LOGN,SAT30,10000.0,1,MLE-OR,5.97887,0.0472184,1.29296,33.3934,0.39928
truck,CORR-LOGN,SAT30,10000.0,1,MLE-OR,13.8903,0.359098,0.901495,31.0836,0.678553
cat,CORR-LOGN,SAT50,10000.0,1,GI,19.3895,0.600566,0.376089,13.0015,0.846261
deer,CORR-LOGN,SAT50,10000.0,1,GI,18.4801,0.4279,0.484014,16.5658,0.897641
dog,CORR-LOGN,SAT50,10000.0,1,GI,16.5079,0.276456,0.451178,9.63167,0.479542
horse,CORR-LOGN,SAT50,10000.0,1,GI,16.426,0.370125,0.493124,14.6878,0.77111
airplane,CORR-LOGN,SAT50,10000.0,1,GI,18.5861,0.301269,0.681588,12.4703,0.768826
car,CORR-LOGN,SAT50,10000.0,1,GI,19.0212,0.517409,0.492305,14.626,0.924733
ship,CORR-LOGN,SAT50,10000.0,1,GI,17.0688,0.285139,0.637933,10.4663,0.827525
truck,CORR-LOGN,SAT50,10000.0,1,GI,17.8144,0.49878,0.399956,20.4113,0.84694
cat,CORR-LOGN,SAT50,10000.0,1,DGI,-16.9828,0.00015105,0.639651,83.6573,0.131432
deer,CORR-LOGN,SAT50,10000.0,1,DGI,2.63426,0.0382895,0.588192,44.1538,0.767185
dog,CORR-LOGN,SAT50,10000.0,1,DGI,1.04607,5.75808e-05,0.8744,90,0
horse,CORR-LOGN,SAT50,10000.0,1,DGI,-28.5599,0.000129546,0.728026,88.2053,0.0318096
airplane,CORR-LOGN,SAT50,10000.0,1,DGI,5.30174,0.00018155,0.923959,90,0
car,CORR-LOGN,SAT50,10000.0,1,DGI,0.700248,0.180654,0.378316,54.1719,0.572006
ship,CORR-LOGN,SAT50,10000.0,1,DGI,2.29849,6.41215e-05,1.00747,90,0
truck,CORR-LOGN,SAT50,10000.0,1,DGI,0.163226,0.0478045,0.451515,61.2805,0.459386
cat,CORR-LOGN,SAT50,10000.0,1,CORR,19.0713,0.582646,0.377759,13.4829,0.835622
deer,CORR-LOGN,SAT50,10000.0,1,CORR,18.3326,0.407521,0.49154,16.8609,0.893786
dog,CORR-LOGN,SAT50,10000.0,1,CORR,15.9562,0.244572,0.453865,10.2487,0.462682
horse,CORR-LOGN,SAT50,10000.0,1,CORR,16.141,0.359514,0.511176,15.1792,0.756201
airplane,CORR-LOGN,SAT50,10000.0,1,CORR,18.1298,0.273036,0.694681,13.1333,0.748115
car,CORR-LOGN,SAT50,10000.0,1,CORR,18.7738,0.49651,0.498605,15.0636,0.919982
ship,CORR-LOGN,SAT50,10000.0,1,CORR,16.7358,0.257025,0.671499,10.8748,0.814405
truck,CORR-LOGN,SAT50,10000.0,1,CORR,17.6992,0.490154,0.39792,20.7021,0.842145
cat,CORR-LOGN,SAT50,10000.0,1,SIR-10,5.60394,0.0431644,1.28224,50.9829,0.141974
deer,CORR-LOGN,SAT50,10000.0,1,SIR-10,7.71743,0.042662,1.02898,52.242,0.254758
dog,CORR-LOGN,SAT50,10000.0,1,SIR-10,-0.491071,0.00340237,1.39271,50.4114,0.0393951
horse,CORR-LOGN,SAT50,10000.0,1,SIR-10,3.58783,0.0411187,1.18064,50.8673,0.135394
airplane,CORR-LOGN,SAT50,10000.0,1,SIR-10,4.15459,0.0180955,1.25539,50.8149,0.0957429
car,CORR-LOGN,SAT50,10000.0,1,SIR-10,7.19248,0.0703187,1.24173,52.9495,0.248638
ship,CORR-LOGN,SAT50,10000.0,1,SIR-10,1.09634,0.00697395,1.41336,50.7964,0.0860515
truck,CORR-LOGN,SAT50,10000.0,1,SIR-10,8.72098,0.108222,1.25752,53.1221,0.227684
cat,CORR-LOGN,SAT50,10000.0,1,SIR-20,5.68985,0.0459528,1.27695,50.6273,0.148877
deer,CORR-LOGN,SAT50,10000.0,1,SIR-20,7.80134,0.0467633,1.0354,51.7614,0.266468
dog,CORR-LOGN,SAT50,10000.0,1,SIR-20,-0.440721,0.00368376,1.37876,50.2397,0.0414252
horse,CORR-LOGN,SAT50,10000.0,1,SIR-20,3.66733,0.0400611,1.18193,50.5532,0.140892
airplane,CORR-LOGN,SAT50,10000.0,1,SIR-20,4.24817,0.0196172,1.26047,50.4281,0.10452
car,CORR-LOGN,SAT50,10000.0,1,SIR-20,7.28689,0.0758912,1.23813,52.4828,0.258162
ship,CORR-LOGN,SAT50,10000.0,1,SIR-20,1.20034,0.00735084,1.41054,50.478,0.0852249
truck,CORR-LOGN,SAT50,10000.0,1,SIR-20,8.84887,0.113624,1.22548,52.4924,0.240654
cat,CORR-LOGN,SAT50,10000.0,1,WHITEN-LW,5.69695,0.048269,1.27386,50.5686,0.151566
deer,CORR-LOGN,SAT50,10000.0,1,WHITEN-LW,7.94239,0.0487007,1.0282,51.0881,0.280014
dog,CORR-LOGN,SAT50,10000.0,1,WHITEN-LW,-0.390272,0.00387983,1.37989,50.0452,0.048226
horse,CORR-LOGN,SAT50,10000.0,1,WHITEN-LW,3.67633,0.0419494,1.17563,50.4647,0.145547
airplane,CORR-LOGN,SAT50,10000.0,1,WHITEN-LW,4.28512,0.020091,1.26112,50.2627,0.109174
car,CORR-LOGN,SAT50,10000.0,1,WHITEN-LW,7.41472,0.0773452,1.26337,51.9437,0.266894
ship,CORR-LOGN,SAT50,10000.0,1,WHITEN-LW,1.2543,0.00755014,1.40591,50.2991,0.0861198
truck,CORR-LOGN,SAT50,10000.0,1,WHITEN-LW,8.90703,0.114507,1.22996,52.2268,0.245601
cat,CORR-LOGN,SAT50,10000.0,1,WHITEN-OR,3.48213,0.0107244,0.64403,59.1188,0.0209281
deer,CORR-LOGN,SAT50,10000.0,1,WHITEN-OR,5.39939,0.00934901,0.511231,63.8664,0.0241147
dog,CORR-LOGN,SAT50,10000.0,1,WHITEN-OR,-2.45093,-0.000457499,1.03417,56.9308,-0.031978
horse,CORR-LOGN,SAT50,10000.0,1,WHITEN-OR,1.30142,0.00200214,0.758655,59.9003,-0.0169209
airplane,CORR-LOGN,SAT50,10000.0,1,WHITEN-OR,2.03739,0.00375108,0.811698,58.0239,0.0300592
car,CORR-LOGN,SAT50,10000.0,1,WHITEN-OR,4.90193,0.0122131,0.712253,64.6935,0.0143062
ship,CORR-LOGN,SAT50,10000.0,1,WHITEN-OR,-0.915737,0.00391871,1.00416,57.3311,0.0498298
truck,CORR-LOGN,SAT50,10000.0,1,WHITEN-OR,6.41948,0.0105166,0.506341,64.6151,0.00281751
cat,CORR-LOGN,SAT50,10000.0,1,SCORE-OR,3.15464,0.005809,1.05814,60.5817,-0.0108115
deer,CORR-LOGN,SAT50,10000.0,1,SCORE-OR,5.05075,-0.0011908,0.803509,66.0288,-0.0260551
dog,CORR-LOGN,SAT50,10000.0,1,SCORE-OR,-2.34525,-0.000587676,1.25555,56.6278,-0.0354259
horse,CORR-LOGN,SAT50,10000.0,1,SCORE-OR,1.11218,0.00157925,1.0478,60.8046,-0.0398277
airplane,CORR-LOGN,SAT50,10000.0,1,SCORE-OR,1.95664,0.000726595,1.1051,58.8043,-0.0124929
car,CORR-LOGN,SAT50,10000.0,1,SCORE-OR,4.79138,0.00193288,1.07121,65.1655,0.00754825
ship,CORR-LOGN,SAT50,10000.0,1,SCORE-OR,-0.994282,0.000939207,1.32479,58.3304,-0.0140875
truck,CORR-LOGN,SAT50,10000.0,1,SCORE-OR,6.62853,0.0122774,0.986003,63.0307,0.0454962
cat,CORR-LOGN,SAT50,10000.0,1,RANKG,19.3336,0.603172,0.392892,13.0829,0.844778
deer,CORR-LOGN,SAT50,10000.0,1,RANKG,18.4001,0.415309,0.533632,16.7249,0.895577
dog,CORR-LOGN,SAT50,10000.0,1,RANKG,16.3478,0.276035,0.451961,9.80852,0.469411
horse,CORR-LOGN,SAT50,10000.0,1,RANKG,16.3043,0.360257,0.507196,14.8973,0.764406
airplane,CORR-LOGN,SAT50,10000.0,1,RANKG,18.4637,0.296032,0.711969,12.6444,0.763626
