image,illum,link,photons,seed,method,PSNR,SSIM,LPIPS,angerr,pearson
truck,CORR-LOGN,SAT30,10000.0,0,DGI,5.61868,0.143864,0.40352,46.1645,0.657773
cat,CORR-LOGN,SAT30,10000.0,0,CORR,19.2807,0.601302,0.397013,13.1729,0.841177
deer,CORR-LOGN,SAT30,10000.0,0,CORR,18.6542,0.422437,0.512455,16.2248,0.901989
dog,CORR-LOGN,SAT30,10000.0,0,CORR,16.0334,0.263304,0.42714,10.1731,0.421066
horse,CORR-LOGN,SAT30,10000.0,0,CORR,16.548,0.412505,0.522196,14.4793,0.778105
airplane,CORR-LOGN,SAT30,10000.0,0,CORR,18.6951,0.323643,0.694978,12.3085,0.776704
car,CORR-LOGN,SAT30,10000.0,0,CORR,18.948,0.4959,0.505475,14.7596,0.923197
ship,CORR-LOGN,SAT30,10000.0,0,CORR,16.8716,0.296894,0.578361,10.7101,0.818544
truck,CORR-LOGN,SAT30,10000.0,0,CORR,17.5654,0.467841,0.409298,21.0955,0.833024
cat,CORR-LOGN,SAT30,10000.0,0,SIR-10,6.46464,0.0602327,1.27073,47.6975,0.192538
deer,CORR-LOGN,SAT30,10000.0,0,SIR-10,8.88316,0.0790449,1.00091,46.697,0.369032
dog,CORR-LOGN,SAT30,10000.0,0,SIR-10,0.541421,0.00516195,1.38994,47.0074,0.0511901
horse,CORR-LOGN,SAT30,10000.0,0,SIR-10,4.36888,0.0576089,1.20638,47.8766,0.183335
airplane,CORR-LOGN,SAT30,10000.0,0,SIR-10,5.06018,0.0246524,1.28333,47.4648,0.145364
car,CORR-LOGN,SAT30,10000.0,0,SIR-10,8.43699,0.111577,1.25556,47.1022,0.364812
ship,CORR-LOGN,SAT30,10000.0,0,SIR-10,2.2402,0.0128744,1.35486,46.7705,0.129057
truck,CORR-LOGN,SAT30,10000.0,0,SIR-10,9.98437,0.175509,1.2322,47.2361,0.344754
cat,CORR-LOGN,SAT30,10000.0,0,SIR-20,6.67787,0.0702799,1.23968,46.8049,0.211813
deer,CORR-LOGN,SAT30,10000.0,0,SIR-20,9.25333,0.0934187,0.971735,44.9512,0.406557
dog,CORR-LOGN,SAT30,10000.0,0,SIR-20,0.794659,0.00617121,1.37388,46.1518,0.0578962
horse,CORR-LOGN,SAT30,10000.0,0,SIR-20,4.6222,0.0584888,1.20875,47.0202,0.190316
airplane,CORR-LOGN,SAT30,10000.0,0,SIR-20,5.24309,0.0249864,1.28292,46.8561,0.149007
car,CORR-LOGN,SAT30,10000.0,0,SIR-20,8.80539,0.125017,1.23483,45.3614,0.401681
ship,CORR-LOGN,SAT30,10000.0,0,SIR-20,2.44844,0.0162306,1.36855,46.0226,0.138894
truck,CORR-LOGN,SAT30,10000.0,0,SIR-20,10.3305,0.189753,1.15236,45.7306,0.373584
cat,CORR-LOGN,SAT30,10000.0,0,WHITEN-LW,6.91836,0.0778138,1.26797,45.9185,0.224685
deer,CORR-LOGN,SAT30,10000.0,0,WHITEN-LW,9.54684,0.104428,0.955835,43.6267,0.434144
dog,CORR-LOGN,SAT30,10000.0,0,WHITEN-LW,0.98131,0.00742191,1.38038,45.5098,0.0656807
horse,CORR-LOGN,SAT30,10000.0,0,WHITEN-LW,4.76346,0.0557823,1.20028,46.5873,0.190493
airplane,CORR-LOGN,SAT30,10000.0,0,WHITEN-LW,5.41234,0.0294514,1.2998,46.2344,0.158393
car,CORR-LOGN,SAT30,10000.0,0,WHITEN-LW,9.0606,0.136826,1.21585,44.2101,0.425208
ship,CORR-LOGN,SAT30,10000.0,0,WHITEN-LW,2.62691,0.0169861,1.35826,45.3351,0.152787
truck,CORR-LOGN,SAT30,10000.0,0,WHITEN-LW,10.5821,0.199445,1.13762,44.7326,0.390251
cat,CORR-LOGN,SAT30,10000.0,0,WHITEN-OR,3.30856,0.0145973,0.77637,59.4287,0.0326427
deer,CORR-LOGN,SAT30,10000.0,0,WHITEN-OR,5.13378,0.00312733,0.534132,65.607,-0.0181411
dog,CORR-LOGN,SAT30,10000.0,0,WHITEN-OR,-2.39314,0.00480852,1.09231,56.5241,0.00994799
horse,CORR-LOGN,SAT30,10000.0,0,WHITEN-OR,1.441,0.00575873,0.838439,59.2727,-0.00256574
airplane,CORR-LOGN,SAT30,10000.0,0,WHITEN-OR,2.02821,0.00811522,0.864322,58.7591,-0.0257452
car,CORR-LOGN,SAT30,10000.0,0,WHITEN-OR,4.92295,-0.00149429,0.763217,63.8025,0.0487915
ship,CORR-LOGN,SAT30,10000.0,0,WHITEN-OR,-0.895961,-6.79235e-05,1.02628,58.0826,-0.0179938
truck,CORR-LOGN,SAT30,10000.0,0,WHITEN-OR,6.41317,-0.0164189,0.533395,65.0746,-0.0162368
cat,CORR-LOGN,SAT30,10000.0,0,SCORE-OR,3.44229,0.000677579,1.01428,59.6459,-0.00472511
deer,CORR-LOGN,SAT30,10000.0,0,SCORE-OR,5.25693,0.00195526,0.777998,64.9523,-0.00511801
dog,CORR-LOGN,SAT30,10000.0,0,SCORE-OR,-2.33946,-0.000683561,1.22426,56.5377,-0.0221855
horse,CORR-LOGN,SAT30,10000.0,0,SCORE-OR,1.46367,0.00172081,1.05586,59.4758,-0.0205073
airplane,CORR-LOGN,SAT30,10000.0,0,SCORE-OR,2.04146,0.00127352,1.05371,58.2445,0.0118435
car,CORR-LOGN,SAT30,10000.0,0,SCORE-OR,4.84698,0.000432325,1.03793,64.8978,0.0122139
ship,CORR-LOGN,SAT30,10000.0,0,SCORE-OR,-0.99877,0.000465392,1.2698,58.1266,0.0040858
truck,CORR-LOGN,SAT30,10000.0,0,SCORE-OR,6.52286,0.000255514,0.91231,63.8007,0.0252189
cat,CORR-LOGN,SAT30,10000.0,0,RANKG,19.3625,0.598211,0.419763,13.0477,0.844329
deer,CORR-LOGN,SAT30,10000.0,0,RANKG,18.7197,0.437814,0.529921,16.1016,0.90346
dog,CORR-LOGN,SAT30,10000.0,0,RANKG,16.4435,0.289782,0.446389,9.70798,0.455223
horse,CORR-LOGN,SAT30,10000.0,0,RANKG,16.6355,0.401983,0.543265,14.3323,0.782757
airplane,CORR-LOGN,SAT30,10000.0,0,RANKG,18.8517,0.324766,0.719995,12.0877,0.784621
car,CORR-LOGN,SAT30,10000.0,0,RANKG,19.0037,0.51866,0.536824,14.6542,0.924473
ship,CORR-LOGN,SAT30,10000.0,0,RANKG,17.0945,0.309175,0.625763,10.4458,0.82492
truck,CORR-LOGN,SAT30,10000.0,0,RANKG,17.5435,0.461772,0.435583,21.1402,0.832846
cat,CORR-LOGN,SAT30,10000.0,0,L-ISOTRON,6.91836,0.0778138,1.26797,45.9185,0.224685
deer,CORR-LOGN,SAT30,10000.0,0,L-ISOTRON,9.54679,0.104428,0.955833,43.6269,0.434143
dog,CORR-LOGN,SAT30,10000.0,0,L-ISOTRON,0.98131,0.00742191,1.38038,45.5098,0.0656807
horse,CORR-LOGN,SAT30,10000.0,0,L-ISOTRON,4.76346,0.0557823,1.20028,46.5873,0.190493
airplane,CORR-LOGN,SAT30,10000.0,0,L-ISOTRON,5.41234,0.0294514,1.2998,46.2344,0.158393
car,CORR-LOGN,SAT30,10000.0,0,L-ISOTRON,9.06053,0.136825,1.21585,44.2104,0.425203
ship,CORR-LOGN,SAT30,10000.0,0,L-ISOTRON,2.62684,0.0169862,1.35826,45.3354,0.152781
truck,CORR-LOGN,SAT30,10000.0,0,L-ISOTRON,10.5821,0.199444,1.13762,44.7327,0.39025
cat,CORR-LOGN,SAT30,10000.0,0,MLE-OR,10.432,0.207096,1.08932,32.7402,0.513575
deer,CORR-LOGN,SAT30,10000.0,0,MLE-OR,13.4509,0.218954,0.718412,27.6622,0.763361
dog,CORR-LOGN,SAT30,10000.0,0,MLE-OR,4.49849,0.0256473,1.29473,33.9803,0.174188
horse,CORR-LOGN,SAT30,10000.0,0,MLE-OR,8.39246,0.156224,1.03523,33.2847,0.460513
airplane,CORR-LOGN,SAT30,10000.0,0,MLE-OR,8.99872,0.0717091,1.2029,33.6186,0.386344
car,CORR-LOGN,SAT30,10000.0,0,MLE-OR,13.1458,0.290517,0.955119,27.3028,0.773106
ship,CORR-LOGN,SAT30,10000.0,0,MLE-OR,6.27761,0.0577642,1.23732,32.5548,0.401835
truck,CORR-LOGN,SAT30,10000.0,0,MLE-OR,14.3123,0.394225,0.745787,29.4047,0.715311
cat,CORR-LOGN,SAT50,10000.0,0,GI,19.0262,0.570078,0.414075,13.5691,0.831181
deer,CORR-LOGN,SAT50,10000.0,0,GI,18.6033,0.415141,0.493835,16.3182,0.900935
dog,CORR-LOGN,SAT50,10000.0,0,GI,16.4398,0.284652,0.369594,9.71493,0.444146
horse,CORR-LOGN,SAT50,10000.0,0,GI,16.3683,0.38088,0.552903,14.7808,0.769621
airplane,CORR-LOGN,SAT50,10000.0,0,GI,18.6004,0.309429,0.698667,12.4263,0.778043
car,CORR-LOGN,SAT50,10000.0,0,GI,18.9815,0.50533,0.513643,14.6993,0.923876
ship,CORR-LOGN,SAT50,10000.0,0,GI,16.7963,0.304753,0.624093,10.7922,0.819292
truck,CORR-LOGN,SAT50,10000.0,0,GI,17.6028,0.464716,0.413818,20.9943,0.834992
cat,CORR-LOGN,SAT50,10000.0,0,DGI,-21.4643,0.000299531,0.631555,86.3805,0.0714041
deer,CORR-LOGN,SAT50,10000.0,0,DGI,2.54559,0.0363494,0.591354,44.3846,0.764686
dog,CORR-LOGN,SAT50,10000.0,0,DGI,1.04607,5.75808e-05,0.8744,90,0
horse,CORR-LOGN,SAT50,10000.0,0,DGI,-30.8666,0.000129447,0.782367,88.8861,0.012851
airplane,CORR-LOGN,SAT50,10000.0,0,DGI,5.30174,0.00018155,0.923959,90,0
car,CORR-LOGN,SAT50,10000.0,0,DGI,0.797027,0.181979,0.369063,54.0874,0.571062
ship,CORR-LOGN,SAT50,10000.0,0,DGI,2.29849,6.41215e-05,1.00747,90,0
truck,CORR-LOGN,SAT50,10000.0,0,DGI,-0.0613751,0.0446965,0.457204,62.0758,0.445248
cat,CORR-LOGN,SAT50,10000.0,0,CORR,18.9375,0.559795,0.396831,13.7054,0.828404
deer,CORR-LOGN,SAT50,10000.0,0,CORR,18.4414,0.394562,0.504693,16.6357,0.896897
dog,CORR-LOGN,SAT50,10000.0,0,CORR,16.0902,0.26008,0.361286,10.103,0.441554
horse,CORR-LOGN,SAT50,10000.0,0,CORR,16.1441,0.36404,0.538371,15.1641,0.758987
airplane,CORR-LOGN,SAT50,10000.0,0,CORR,18.1505,0.279998,0.701517,13.0851,0.755478
car,CORR-LOGN,SAT50,10000.0,0,CORR,18.8323,0.484433,0.545071,14.9565,0.921205
ship,CORR-LOGN,SAT50,10000.0,0,CORR,16.3698,0.285489,0.640254,11.3277,0.803854
truck,CORR-LOGN,SAT50,10000.0,0,CORR,17.4963,0.452514,0.412401,21.2578,0.831076
cat,CORR-LOGN,SAT50,10000.0,0,SIR-10,5.52284,0.0457252,1.24142,51.3714,0.131714
deer,CORR-LOGN,SAT50,10000.0,0,SIR-10,7.6653,0.0489908,1.06863,52.7961,0.235526
dog,CORR-LOGN,SAT50,10000.0,0,SIR-10,-0.52974,0.00501885,1.41598,50.5326,0.0400795
horse,CORR-LOGN,SAT50,10000.0,0,SIR-10,3.51238,0.0292643,1.19508,51.3092,0.119313
airplane,CORR-LOGN,SAT50,10000.0,0,SIR-10,4.07782,0.00876336,1.23409,51.1512,0.086847
car,CORR-LOGN,SAT50,10000.0,0,SIR-10,7.17667,0.0694712,1.28996,53.3058,0.23429
ship,CORR-LOGN,SAT50,10000.0,0,SIR-10,1.18518,0.0156284,1.38596,50.2533,0.111954
truck,CORR-LOGN,SAT50,10000.0,0,SIR-10,8.65078,0.102442,1.23648,53.4529,0.221309
cat,CORR-LOGN,SAT50,10000.0,0,SIR-20,5.60505,0.0453235,1.2417,51.0439,0.137344
deer,CORR-LOGN,SAT50,10000.0,0,SIR-20,7.72886,0.0511302,1.06239,52.3771,0.24698
dog,CORR-LOGN,SAT50,10000.0,0,SIR-20,-0.410457,0.00479144,1.40912,50.1573,0.0382215
horse,CORR-LOGN,SAT50,10000.0,0,SIR-20,3.60672,0.0299142,1.17184,50.9412,0.125371
airplane,CORR-LOGN,SAT50,10000.0,0,SIR-20,4.10504,0.00988712,1.25798,50.9963,0.0932691
car,CORR-LOGN,SAT50,10000.0,0,SIR-20,7.30039,0.0739621,1.28274,52.6724,0.247744
ship,CORR-LOGN,SAT50,10000.0,0,SIR-20,1.24594,0.0168281,1.38258,50.0283,0.115431
truck,CORR-LOGN,SAT50,10000.0,0,SIR-20,8.77752,0.101395,1.25698,52.9821,0.226822
cat,CORR-LOGN,SAT50,10000.0,0,WHITEN-LW,5.66213,0.0470858,1.2492,50.8431,0.139342
deer,CORR-LOGN,SAT50,10000.0,0,WHITEN-LW,7.81756,0.0555694,1.06047,51.888,0.2585
dog,CORR-LOGN,SAT50,10000.0,0,WHITEN-LW,-0.337629,0.0047162,1.4064,49.9263,0.0373578
horse,CORR-LOGN,SAT50,10000.0,0,WHITEN-LW,3.65143,0.0309841,1.16584,50.7235,0.131577
airplane,CORR-LOGN,SAT50,10000.0,0,WHITEN-LW,4.18686,0.0107158,1.25299,50.7271,0.0945415
car,CORR-LOGN,SAT50,10000.0,0,WHITEN-LW,7.40723,0.0778489,1.27461,52.171,0.257328
ship,CORR-LOGN,SAT50,10000.0,0,WHITEN-LW,1.29285,0.01616,1.38118,49.8905,0.114598
truck,CORR-LOGN,SAT50,10000.0,0,WHITEN-LW,8.89677,0.111697,1.23779,52.3818,0.239566
cat,CORR-LOGN,SAT50,10000.0,0,WHITEN-OR,3.47304,-0.00205114,0.718694,59.299,0.0113553
deer,CORR-LOGN,SAT50,10000.0,0,WHITEN-OR,5.24672,0.00192643,0.56691,64.4507,0.0174095
dog,CORR-LOGN,SAT50,10000.0,0,WHITEN-OR,-2.59942,0.00343098,1.11987,57.0509,0.0268945
horse,CORR-LOGN,SAT50,10000.0,0,WHITEN-OR,1.32913,0.0134503,0.793589,59.4942,0.00436769
airplane,CORR-LOGN,SAT50,10000.0,0,WHITEN-OR,2.02988,0.00135285,0.802436,58.8128,-0.0304132
car,CORR-LOGN,SAT50,10000.0,0,WHITEN-OR,4.87868,0.0010027,0.732849,64.2982,0.0334111
ship,CORR-LOGN,SAT50,10000.0,0,WHITEN-OR,-1.28407,0.000574805,1.08321,59.3214,-0.0250644
truck,CORR-LOGN,SAT50,10000.0,0,WHITEN-OR,6.33019,-0.00250581,0.561645,64.6922,0.0102032
cat,CORR-LOGN,SAT50,10000.0,0,SCORE-OR,3.53535,-0.0022978,1.01394,59.232,0.00411849
deer,CORR-LOGN,SAT50,10000.0,0,SCORE-OR,5.33236,0.00137838,0.849977,64.5009,0.00505596
dog,CORR-LOGN,SAT50,10000.0,0,SCORE-OR,-2.46667,-0.00217996,1.23563,57.0815,-0.0506613
horse,CORR-LOGN,SAT50,10000.0,0,SCORE-OR,1.34379,0.00425938,1.02112,59.8989,-0.025049
airplane,CORR-LOGN,SAT50,10000.0,0,SCORE-OR,2.08211,0.000582544,1.11838,58.1743,0.00791204
car,CORR-LOGN,SAT50,10000.0,0,SCORE-OR,4.88958,0.00361497,1.05076,64.585,0.0202842
ship,CORR-LOGN,SAT50,10000.0,0,SCORE-OR,-0.96111,0.0029162,1.24583,57.8728,0.0159469
truck,CORR-LOGN,SAT50,10000.0,0,SCORE-OR,6.44513,0.00303784,0.851145,64.2695,0.0145097
cat,CORR-LOGN,SAT50,10000.0,0,RANKG,19.0264,0.571296,0.430598,13.5693,0.831095
deer,CORR-LOGN,SAT50,10000.0,0,RANKG,18.5279,0.414978,0.513826,16.4685,0.898958
dog,CORR-LOGN,SAT50,10000.0,0,RANKG,16.3139,0.278432,0.431373,9.85491,0.436229
horse,CORR-LOGN,SAT50,10000.0,0,RANKG,16.3257,0.366314,0.563068,14.8527,0.767715
airplane,CORR-LOGN,SAT50,10000.0,0,RANKG,18.6409,0.308112,0.697762,12.3698,0.779612
car,CORR-LOGN,SAT50,10000.0,0,RANKG,18.8999,0.505357,0.530928,14.8399,0.922411
ship,CORR-LOGN,SAT50,10000.0,0,RANKG,16.7747,0.30304,0.639526,10.8259,0.816114
truck,CORR-LOGN,SAT50,10000.0,0,RANKG,17.5188,0.45632,0.429612,21.2125,0.831194
cat,CORR-LOGN,SAT50,10000.0,0,L-ISOTRON,5.66213,0.0470858,1.2492,50.8431,0.139342
deer,CORR-LOGN,SAT50,10000.0,0,L-ISOTRON,7.81756,0.0555694,1.06047,51.888,0.2585
dog,CORR-LOGN,SAT50,10000.0,0,L-ISOTRON,-0.337729,0.00471608,1.4064,49.9266,0.0373598
horse,CORR-LOGN,SAT50,10000.0,0,L-ISOTRON,3.65143,0.0309841,1.16584,50.7235,0.131577
airplane,CORR-LOGN,SAT50,10000.0,0,L-ISOTRON,4.18686,0.0107158,1.25299,50.7271,0.0945415
car,CORR-LOGN,SAT50,10000.0,0,L-ISOTRON,7.40723,0.0778489,1.27461,52.171,0.257328
ship,CORR-LOGN,SAT50,10000.0,0,L-ISOTRON,1.29285,0.01616,1.38118,49.8905,0.114598
truck,CORR-LOGN,SAT50,10000.0,0,L-ISOTRON,8.89677,0.111697,1.23779,52.3818,0.239566
cat,CORR-LOGN,SAT50,10000.0,0,MLE-OR,13.4542,0.282354,0.953224,24.7552,0.607489
deer,CORR-LOGN,SAT50,10000.0,0,MLE-OR,14.3884,0.200858,0.759951,25.6492,0.780645
dog,CORR-LOGN,SAT50,10000.0,0,MLE-OR,7.84292,0.046358,1.22047,24.6603,0.236039
horse,CORR-LOGN,SAT50,10000.0,0,MLE-OR,11.4703,0.186212,1.00954,24.8479,0.578074
airplane,CORR-LOGN,SAT50,10000.0,0,MLE-OR,11.7995,0.0776979,1.11383,25.7678,0.49057
car,CORR-LOGN,SAT50,10000.0,0,MLE-OR,14.1896,0.28241,0.929437,25.1039,0.791722
ship,CORR-LOGN,SAT50,10000.0,0,MLE-OR,9.27919,0.0938759,1.12192,24.2613,0.538315
truck,CORR-LOGN,SAT50,10000.0,0,MLE-OR,15.6419,0.382239,0.754269,26.3465,0.741566
cat,CORR-LOGN,GAMMA07,10000.0,0,GI,19.3139,0.589008,0.401827,13.1222,0.842408
deer,CORR-LOGN,GAMMA07,10000.0,0,GI,18.7883,0.437628,0.526507,15.9683,0.905167
dog,CORR-LOGN,GAMMA07,10000.0,0,GI,16.6609,0.295634,0.41566,9.47084,0.469578
horse,CORR-LOGN,GAMMA07,10000.0,0,GI,16.6995,0.406059,0.528591,14.2274,0.785636
airplane,CORR-LOGN,GAMMA07,10000.0,0,GI,18.9292,0.338687,0.690476,11.9761,0.78977
car,CORR-LOGN,GAMMA07,10000.0,0,GI,19.0215,0.513547,0.528668,14.6197,0.924902
ship,CORR-LOGN,GAMMA07,10000.0,0,GI,17.3226,0.323403,0.596702,10.1685,0.835872
truck,CORR-LOGN,GAMMA07,10000.0,0,GI,17.6576,0.47432,0.414767,20.8464,0.837851
cat,CORR-LOGN,GAMMA07,10000.0,0,DGI,-2.43361,0.0330878,0.407097,61.1149,0.543868
deer,CORR-LOGN,GAMMA07,10000.0,0,DGI,4.80924,0.0744279,0.560837,37.4991,0.845199
dog,CORR-LOGN,GAMMA07,10000.0,0,DGI,-34.9903,5.74025e-05,0.851035,89.0326,0.0100839
horse,CORR-LOGN,GAMMA07,10000.0,0,DGI,-7.76869,0.00305777,0.5423,71.5049,0.314899
airplane,CORR-LOGN,GAMMA07,10000.0,0,DGI,-8.75234,0.00398221,0.623617,73.3787,0.359323
car,CORR-LOGN,GAMMA07,10000.0,0,DGI,6.33985,0.305704,0.343031,37.4185,0.780334
ship,CORR-LOGN,GAMMA07,10000.0,0,DGI,-17.7627,6.74761e-05,0.814272,83.1606,0.0973001
truck,CORR-LOGN,GAMMA07,10000.0,0,DGI,5.61992,0.145478,0.386948,46.0715,0.660071
cat,CORR-LOGN,GAMMA07,10000.0,0,CORR,19.1972,0.579804,0.406399,13.303,0.837701
deer,CORR-LOGN,GAMMA07,10000.0,0,CORR,18.763,0.44162,0.531941,16.0239,0.904317
dog,CORR-LOGN,GAMMA07,10000.0,0,CORR,16.5014,0.278315,0.427646,9.63883,0.478984
horse,CORR-LOGN,GAMMA07,10000.0,0,CORR,16.5834,0.39273,0.54693,14.421,0.779605
airplane,CORR-LOGN,GAMMA07,10000.0,0,CORR,18.6228,0.313484,0.686982,12.4081,0.77431
car,CORR-LOGN,GAMMA07,10000.0,0,CORR,18.9516,0.511304,0.519594,14.7371,0.923735
ship,CORR-LOGN,GAMMA07,10000.0,0,CORR,17.0382,0.305105,0.610626,10.5026,0.826584
truck,CORR-LOGN,GAMMA07,10000.0,0,CORR,17.5601,0.463789,0.420012,21.1002,0.833382
cat,CORR-LOGN,GAMMA07,10000.0,0,SIR-10,6.9853,0.0676678,1.24807,45.7477,0.222288
deer,CORR-LOGN,GAMMA07,10000.0,0,SIR-10,9.30933,0.0889878,0.987001,44.6202,0.415451
dog,CORR-LOGN,GAMMA07,10000.0,0,SIR-10,0.983542,0.0116115,1.38792,45.4055,0.089426
horse,CORR-LOGN,GAMMA07,10000.0,0,SIR-10,4.91899,0.0676714,1.18905,45.8862,0.209648
airplane,CORR-LOGN,GAMMA07,10000.0,0,SIR-10,5.45089,0.0380573,1.25951,45.9061,0.179669
car,CORR-LOGN,GAMMA07,10000.0,0,SIR-10,8.90214,0.114169,1.23238,44.9666,0.408594
ship,CORR-LOGN,GAMMA07,10000.0,0,SIR-10,2.5133,0.0236185,1.44464,45.6219,0.160623
truck,CORR-LOGN,GAMMA07,10000.0,0,SIR-10,10.2633,0.18424,1.19084,45.6042,0.388316
cat,CORR-LOGN,GAMMA07,10000.0,0,SIR-20,7.30378,0.0822512,1.26919,44.474,0.248118
deer,CORR-LOGN,GAMMA07,10000.0,0,SIR-20,9.73649,0.104246,0.963677,42.6397,0.458377
dog,CORR-LOGN,GAMMA07,10000.0,0,SIR-20,1.24723,0.0118931,1.39447,44.5321,0.0930806
horse,CORR-LOGN,GAMMA07,10000.0,0,SIR-20,5.24315,0.0740111,1.19193,44.6886,0.228142
airplane,CORR-LOGN,GAMMA07,10000.0,0,SIR-20,5.64507,0.0399877,1.28455,45.1873,0.191652
car,CORR-LOGN,GAMMA07,10000.0,0,SIR-20,9.36566,0.129045,1.22929,42.8341,0.453899
ship,CORR-LOGN,GAMMA07,10000.0,0,SIR-20,2.90821,0.0262425,1.40575,44.2728,0.173106
truck,CORR-LOGN,GAMMA07,10000.0,0,SIR-20,10.7236,0.209084,1.14641,43.6138,0.427412
cat,CORR-LOGN,GAMMA07,10000.0,0,WHITEN-LW,7.59875,0.0902381,1.2664,43.3839,0.265714
deer,CORR-LOGN,GAMMA07,10000.0,0,WHITEN-LW,10.2783,0.122848,0.970721,40.3307,0.505027
dog,CORR-LOGN,GAMMA07,10000.0,0,WHITEN-LW,1.50325,0.0132755,1.41906,43.6826,0.0972798
horse,CORR-LOGN,GAMMA07,10000.0,0,WHITEN-LW,5.44704,0.0791026,1.18611,43.8938,0.243901
airplane,CORR-LOGN,GAMMA07,10000.0,0,WHITEN-LW,5.88615,0.0431902,1.30936,44.3634,0.19982
car,CORR-LOGN,GAMMA07,10000.0,0,WHITEN-LW,9.91005,0.148586,1.17422,40.6129,0.495665
ship,CORR-LOGN,GAMMA07,10000.0,0,WHITEN-LW,3.11866,0.0280859,1.41244,43.5024,0.186152
truck,CORR-LOGN,GAMMA07,10000.0,0,WHITEN-LW,11.1588,0.232738,1.1135,41.8279,0.461113
cat,CORR-LOGN,GAMMA07,10000.0,0,WHITEN-OR,3.43498,0.0113392,0.648877,59.0477,0.0337653
deer,CORR-LOGN,GAMMA07,10000.0,0,WHITEN-OR,5.32828,0.0167569,0.548343,64.4153,0.00921875
dog,CORR-LOGN,GAMMA07,10000.0,0,WHITEN-OR,-2.30119,0.00374568,1.09063,56.1669,0.0241669
horse,CORR-LOGN,GAMMA07,10000.0,0,WHITEN-OR,1.32759,0.00956422,0.865863,59.7955,-0.0150836
airplane,CORR-LOGN,GAMMA07,10000.0,0,WHITEN-OR,2.23219,0.00708295,0.828686,57.9095,-0.0065925
car,CORR-LOGN,GAMMA07,10000.0,0,WHITEN-OR,4.91443,-0.00557775,0.741603,64.5889,0.0172158
ship,CORR-LOGN,GAMMA07,10000.0,0,WHITEN-OR,-0.840208,-0.00134716,1.10993,57.9058,-0.0172109
truck,CORR-LOGN,GAMMA07,10000.0,0,WHITEN-OR,6.48817,-0.00618855,0.530305,64.5527,-0.00293346
cat,CORR-LOGN,GAMMA07,10000.0,0,SCORE-OR,3.40712,-0.000302072,1.02462,59.7185,-0.00282316
deer,CORR-LOGN,GAMMA07,10000.0,0,SCORE-OR,5.1851,-0.00204884,0.827202,65.4401,-0.0172549
dog,CORR-LOGN,GAMMA07,10000.0,0,SCORE-OR,-2.39772,0.000176028,1.26203,56.7079,-0.0208681
horse,CORR-LOGN,GAMMA07,10000.0,0,SCORE-OR,1.35928,0.00226459,1.05639,59.9785,-0.0333681
airplane,CORR-LOGN,GAMMA07,10000.0,0,SCORE-OR,1.99332,0.000368137,1.14597,58.3907,0.0114887
car,CORR-LOGN,GAMMA07,10000.0,0,SCORE-OR,4.85583,0.00291902,1.04829,64.621,0.0226856
ship,CORR-LOGN,GAMMA07,10000.0,0,SCORE-OR,-0.871132,0.00299042,1.24305,57.6382,0.0132448
truck,CORR-LOGN,GAMMA07,10000.0,0,SCORE-OR,6.48511,0.00592596,0.894532,64.0722,0.0181395
cat,CORR-LOGN,GAMMA07,10000.0,0,RANKG,19.2932,0.587209,0.421253,13.1542,0.841583
deer,CORR-LOGN,GAMMA07,10000.0,0,RANKG,18.7344,0.436829,0.536745,16.0712,0.903892
dog,CORR-LOGN,GAMMA07,10000.0,0,RANKG,16.7683,0.305979,0.43296,9.35534,0.478234
horse,CORR-LOGN,GAMMA07,10000.0,0,RANKG,16.6663,0.394438,0.555025,14.2827,0.783918
airplane,CORR-LOGN,GAMMA07,10000.0,0,RANKG,18.929,0.337792,0.711275,11.9783,0.789108
car,CORR-LOGN,GAMMA07,10000.0,0,RANKG,18.9472,0.507085,0.549094,14.7461,0.923615
ship,CORR-LOGN,GAMMA07,10000.0,0,RANKG,17.3001,0.325109,0.611934,10.1966,0.834448
truck,CORR-LOGN,GAMMA07,10000.0,0,RANKG,17.5785,0.465391,0.434926,21.0485,0.834465
cat,CORR-LOGN,GAMMA07,10000.0,0,L-ISOTRON,7.59868,0.0902371,1.2664,43.3841,0.265713
deer,CORR-LOGN,GAMMA07,10000.0,0,L-ISOTRON,10.2783,0.122848,0.970721,40.3307,0.505027
dog,CORR-LOGN,GAMMA07,10000.0,0,L-ISOTRON,1.50325,0.0132755,1.41906,43.6826,0.0972798
horse,CORR-LOGN,GAMMA07,10000.0,0,L-ISOTRON,5.44704,0.0791026,1.18611,43.8938,0.243901
airplane,CORR-LOGN,GAMMA07,10000.0,0,L-ISOTRON,5.88615,0.0431902,1.30936,44.3634,0.19982
car,CORR-LOGN,GAMMA07,10000.0,0,L-ISOTRON,9.91005,0.148586,1.17422,40.6129,0.495665
ship,CORR-LOGN,GAMMA07,10000.0,0,L-ISOTRON,3.11866,0.0280859,1.41244,43.5024,0.186152
truck,CORR-LOGN,GAMMA07,10000.0,0,L-ISOTRON,11.1588,0.232738,1.1135,41.8279,0.461113
cat,CORR-LOGN,GAMMA07,10000.0,0,MLE-OR,9.01763,0.164605,1.18078,37.047,0.458793
deer,CORR-LOGN,GAMMA07,10000.0,0,MLE-OR,12.0318,0.190241,0.772411,31.5425,0.71322
dog,CORR-LOGN,GAMMA07,10000.0,0,MLE-OR,2.69355,0.0219174,1.38759,39.642,0.154066
